"country","year","piracy","log_population","log_plankton","log_fishcaught","log_rain","log_GDP","latitutde","longitude","continent"
501,2005,0,17.3930587768555,3.64811062812805,6.28226661682129,6.44466733932495,6.26561737060547,-4.04,39.66,"africa"
501,2006,0,17.4198532104492,3.50732064247131,6.30991840362549,6.97096014022827,6.42301988601685,-4.04,39.66,"africa"
501,2007,1,17.4465579986572,3.57343506813049,6.34035921096802,6.72188901901245,6.58837366104126,-4.04,39.66,"africa"
501,2008,1,17.4732418060303,3.26852059364319,6.43935060501099,6.54965925216675,6.67491149902344,-4.04,39.66,"africa"
501,2009,1,17.4999980926514,3.13824725151062,6.43775177001953,6.51712369918823,6.65341758728027,-4.04,39.66,"africa"
510,2004,1,17.4468975067139,4.1175971031189,9.8336009979248,6.8840799331665,5.85518646240234,-6.82,39.28,"africa"
510,2005,1,17.4745597839355,4.04041337966919,9.88974380493164,6.74401235580444,5.92570066452026,-6.82,39.28,"africa"
510,2006,1,17.5029468536377,3.99180817604065,8.5688362121582,7.11830234527588,5.91230201721191,-6.82,39.28,"africa"
510,2007,1,17.5319976806641,3.99373865127563,9.56156063079834,6.92643976211548,6.04355669021606,-6.82,39.28,"africa"
510,2008,1,17.5615692138672,3.82848238945007,9.53950023651123,6.86563205718994,6.22280168533325,-6.82,39.28,"africa"
510,2009,1,17.5914783477783,3.68962812423706,9.71444320678711,6.9177417755127,6.22460269927979,-6.82,39.28,"africa"
531,2006,0,15.4319314956665,5.85483264923096,5.68357992172241,5.85679864883423,5.56336402893066,NA,NA,"africa"
531,2007,0,15.4660606384277,5.67999839782715,0,5.79463863372803,5.61553525924683,NA,NA,"africa"
540,2004,0,16.5866432189941,6.22421216964722,11.1559219360352,6.97627353668213,7.12225866317749,-8.82,13.24,"africa"
540,2005,0,16.6215572357178,6.12524843215942,10.9171047210693,6.94582748413086,7.5958137512207,-8.82,13.24,"africa"
540,2006,1,16.6558990478516,6.32975435256958,10.9916791915894,6.99020910263062,7.80657720565796,-8.82,13.24,"africa"
540,2007,1,16.6898002624512,5.99933004379272,11.2300453186035,6.97376441955566,8.14590454101562,-8.82,13.24,"africa"
540,2008,1,16.7231998443604,6.18288612365723,11.2431354522705,6.9856915473938,8.44821166992188,-8.82,13.24,"africa"
540,2009,0,16.7560806274414,6.1114649772644,11.3968858718872,6.97988271713257,8.31104183197021,-8.82,13.24,"africa"
541,2006,0,16.8876171112061,5.28195095062256,0,6.90064907073975,5.8089919090271,-19.83,34.84,"africa"
541,2008,1,16.9406261444092,5.15788316726685,0,6.8527455329895,6.0933198928833,-19.83,34.84,"africa"
541,2009,0,16.9665794372559,5.03716373443604,0,6.82720422744751,6.04787349700928,-19.83,34.84,"africa"
560,2004,0,17.6585006713867,6.78722095489502,10.3492307662964,6.32315063476562,8.44229221343994,-29.87,30.99,"africa"
560,2005,0,17.6698722839355,6.63242530822754,10.3520755767822,6.10846185684204,8.55047798156738,-29.87,30.99,"africa"
560,2006,0,17.6810913085938,6.60301160812378,10.0695104598999,6.44010305404663,8.59423160552979,-29.87,30.99,"africa"
560,2007,0,17.6920566558838,6.46688365936279,9.97487735748291,6.04608392715454,8.67574787139893,-29.87,30.99,"africa"
560,2008,0,17.7030982971191,6.41217374801636,10.0479774475098,6.10604810714722,8.62209224700928,-29.87,30.99,"africa"
560,2009,0,17.7138423919678,6.35885810852051,10.0176191329956,6.18617916107178,8.64620494842529,-29.87,30.99,"africa"
565,2004,0,14.5103158950806,6.78367233276367,8.84750366210938,5.81694793701172,8.08127975463867,-22.95,14.5,"africa"
565,2005,0,14.5220804214478,6.81334590911865,9.15440464019775,5.62048625946045,8.15797138214111,-22.95,14.5,"africa"
565,2006,0,14.534779548645,6.65228271484375,9.36981964111328,6.05717468261719,8.23374176025391,-22.95,14.5,"africa"
565,2007,0,14.5482149124146,6.66871881484985,8.82761478424072,5.47192907333374,8.31417179107666,-22.95,14.5,"africa"
565,2008,0,14.5625734329224,6.56539249420166,7.96728038787842,5.85720300674438,8.311598777771,-22.95,14.5,"africa"
565,2009,0,14.5779495239258,6.61714649200439,9.11493015289307,5.62468671798706,8.31768321990967,-22.95,14.5,"africa"
580,2004,1,16.69264793396,5.46327066421509,8.98819637298584,7.35366725921631,5.52708101272583,-18.15,49.4,"africa"
580,2005,1,16.7218856811523,5.53349304199219,8.99293041229248,7.23719167709351,5.64086246490479,-18.15,49.4,"africa"
580,2006,0,16.7507553100586,5.51019859313965,8.97676753997803,7.24106311798096,5.70145988464355,-18.15,49.4,"africa"
580,2007,1,16.7792892456055,5.4678111076355,9.06992816925049,7.2345175743103,5.95808601379395,-18.15,49.4,"africa"
580,2008,0,16.8075752258301,5.34606122970581,8.83637428283691,7.12726402282715,6.17706203460693,-18.15,49.4,"africa"
580,2009,0,16.8357257843018,5.22426795959473,8.8362283706665,7.13142490386963,6.05199432373047,-18.15,49.4,"africa"
581,2004,0,13.2800321578979,3.23206996917725,9.01796817779541,7.70569658279419,6.36140823364258,-11.7399997711182,43.2299995422363,"africa"
581,2008,0,13.3836364746094,3.21667695045471,9.52566146850586,7.55871248245239,6.63404226303101,-11.7399997711182,43.2299995422363,"africa"
